id,youtube_id,title,comments,description,duration,event,film_date,languages,main_speaker,published_date,speaker_occupation,url,views
602,62cNtvx6P8E,Your health depends on where you live,111,"Where you live: It impacts your health as much as diet and genes do, but it's not part of your medical records. At TEDMED, Bill Davenhall shows how overlooked government geo-data (from local heart-attack rates to toxic dumpsite info) can mesh with mobile GPS apps to keep doctors in the loop. Call it \"geo-medicine.\"",565,TEDMED 2009,1256428800,33,Bill Davenhall,1264411800,Health and human services expert,https://www.ted.com/talks/bill_davenhall_your_health_depends_on_where_you_live,761716
603,LHHlPnfOtRo,Building a theater that remakes itself,37,"Can architects re-engineer their design process? Joshua Prince-Ramus shows how the results can be spectacular. He walks us through his fantastic re-creation of the Wyly Theater as a giant \"theatrical machine\" that reconfigures itself at the touch of a button.",1122,TEDxSMU,1255132800,22,Joshua Prince-Ramus,1264495620,Architect,https://www.ted.com/talks/joshua_prince_ramus_building_a_theater_that_remakes_itself,717531
604,YhG1Bgbsj2w,Embrace your inner girl,472,"In this passionate talk, Eve Ensler declares that there is a girl cell in us all -- a cell that we have all been taught to suppress. She tells heartfelt stories of girls around the world who have overcome shocking adversity and violence to reveal the astonishing strength of being a girl.",1194,TEDIndia 2009,1257465600,27,Eve Ensler,1264583400,"Playwright, activist",https://www.ted.com/talks/eve_ensler_embrace_your_inner_girl,1224278
605,IwidCkCmWg4,A warm embrace that saves lives,144,"In the developing world, access to incubators is limited by cost and distance, and millions of premature babies die each year. TED Fellow Jane Chen shows an invention that could keep millions of these infants warm -- a design that's safe, portable, low-cost and life-saving.",286,TEDIndia 2009,1257379200,40,Jane Chen,1264669620,Social entrepreneur,https://www.ted.com/talks/jane_chen_a_warm_embrace_that_saves_lives,702550
606,1K5SycZjGhI,"Weird, or just different?",238,"\"There's a flip side to everything,\" the saying goes, and in 2 minutes, Derek Sivers shows this is true in a few ways you might not expect.",162,TEDIndia 2009,1257465600,69,Derek Sivers,1264755240,Entrepreneur,https://www.ted.com/talks/derek_sivers_weird_or_just_different,2835976
608,XBJQENjZJaA,Solving social problems with a nudge,113,"MacArthur winner Sendhil Mullainathan uses the lens of behavioral economics to study a tricky set of social problems -- those we know how to solve, but don't. We know how to reduce child deaths due to diarrhea, how to prevent diabetes-related blindness and how to implement solar-cell technology ... yet somehow, we don't or can't. Why?",1081,TEDIndia 2009,1257292800,23,Sendhil Mullainathan,1265013840,Behavioral economist,https://www.ted.com/talks/sendhil_mullainathan,495585
609,WQ2PFoHptK8,The big idea my brother inspired,95,"When Jamie Heywood's brother was diagnosed with ALS, he devoted his life to fighting the disease as well. The Heywood brothers built an ingenious website where people share and track data on their illnesses -- and they discovered that the collective data had enormous power to comfort, explain and predict.",1014,TEDMED 2009,1255132800,21,Jamie Heywood,1265103420,Healthcare revolutionary,https://www.ted.com/talks/jamie_heywood_the_big_idea_my_brother_inspired,528451
610,-ew0bn8mGAA,A lab the size of a postage stamp,68,Traditional lab tests for disease diagnosis can be too expensive and cumbersome for the regions most in need. George Whitesides' ingenious answer is a foolproof tool that can be manufactured at virtually zero cost.,976,TEDxBoston 2009,1248739200,20,George Whitesides,1265187660,Chemist,https://www.ted.com/talks/george_whitesides_a_lab_the_size_of_a_postage_stamp,496827
611,IRxgDMSp9Gs,A new strategy in the war on cancer,171,"Too often, says David Agus cancer treatments have a short-sighted focus on individual cells. He suggests a new, cross-disciplinary approach, using atypical drugs, computer modeling and protein analysis to diagnose and treat the whole body.",1424,TEDMED 2009,1255132800,23,David Agus,1265274000,Cancer Doctor,https://www.ted.com/talks/david_agus_a_new_strategy_in_the_war_on_cancer,696319
613,XkiXXP_hycA,How to expose the corrupt,196,"Some of the world's most baffling social problems, says Peter Eigen, can be traced to systematic, pervasive government corruption, hand-in-glove with global companies. In his talk, Eigen describes the thrilling counter-attack led by his organization, Transparency International.",1021,TEDxBerlin,1259539200,26,Peter Eigen,1265625600,"Founder, Transparency International",https://www.ted.com/talks/peter_eigen_how_to_expose_the_corrupt,741625
614,go_QOzc79Uc,Teach every child about food,1137,"Sharing powerful stories from his anti-obesity project in Huntington, West Virginia -- and a shocking image of the sugar we eat -- TED Prize winner Jamie Oliver makes the case for an all-out assault on our ignorance of food.",1313,TED2010,1266624000,49,Jamie Oliver,1265902560,"Chef, activist",https://www.ted.com/talks/jamie_oliver,7638978
615,NCPzji_-2Oo,Augmented-reality maps,209,"In a demo that drew gasps at TED2010, Blaise Aguera y Arcas demos new augmented-reality mapping technology from Microsoft.",465,TED2010,1265846400,28,Blaise Agüera y Arcas,1266054840,Software architect,https://www.ted.com/talks/blaise_aguera,1718568
616,3ELnyoso6vI,The next age of government,250,"The leader of Britain's Conservative Party says we're entering a new era -- where governments themselves have less power (and less money) and people empowered by technology have more. Tapping into new ideas on behavioral economics, he explores how these trends could be turned into smarter policy.",839,TED2010,1265760000,29,David Cameron,1266243780,Politician,https://www.ted.com/talks/david_cameron,656762
617,dTwXeZ4GkzI,The opportunity of adversity,266,"The thesaurus might equate \"disabled\" with synonyms like \"useless\" and \"mutilated,\" but ground-breaking runner Aimee Mullins is out to redefine the word. Defying these associations, she shows how adversity -- in her case, being born without shinbones -- actually opens the door for human potential.",1318,TEDMED 2009,1255132800,33,Aimee Mullins,1266397320,Athlete and actor,https://www.ted.com/talks/aimee_mullins_the_opportunity_of_adversity,2054164
618,JaF-fq2Zn7I,Innovating to zero!,948,"At TED2010, Bill Gates unveils his vision for the world's energy future, describing the need for \"miracles\" to avoid planetary catastrophe and explaining why he's backing a dramatically different type of nuclear reactor. The necessary goal? Zero carbon emissions globally by 2050.",1669,TED2010,1265932800,38,Bill Gates,1266454800,Philanthropist,https://www.ted.com/talks/bill_gates,4329332
619,GS1xL1qcBa4,Technology's epic story,142,"In this wide-ranging, thought-provoking talk, Kevin Kelly muses on what technology means in our lives -- from its impact at the personal level to its place in the cosmos.",992,TEDxAmsterdam,1258675200,22,Kevin Kelly,1266570780,Digital visionary,https://www.ted.com/talks/kevin_kelly_tells_technology_s_epic_story,540897
620,IWdzrZdRa38,Four ways to fix a broken legal system,277,"The land of the free has become a legal minefield, says Philip K. Howard -- especially for teachers and doctors, whose work has been paralyzed by fear of suits. What's the answer? A lawyer himself, Howard has four propositions for simplifying US law.",1101,TED2010,1266019200,24,Philip K. Howard,1266743700,Legal activist,https://www.ted.com/talks/philip_howard,610454
621,pTZM9X3JfTk,The wireless future of medicine,110,"Eric Topol says we'll soon use our smartphones to monitor our vital signs and chronic conditions. At TEDMED, he highlights several of the most important wireless devices in medicine's future -- all helping to keep more of us out of hospital beds.",1018,TEDMED 2009,1255132800,23,Eric Topol,1266916620,Cardiologist and geneticist,https://www.ted.com/talks/eric_topol_the_wireless_future_of_medicine,710710
622,fn_9f5x0f1Q,The world needs all kinds of minds,383,"Temple Grandin, diagnosed with autism as a child, talks about how her mind works -- sharing her ability to \"think in pictures,\" which helps her solve problems that neurotypical brains might miss. She makes the case that the world needs people on the autism spectrum: visual thinkers, pattern thinkers, verbal thinkers, and all kinds of smart geeky kids.",1183,TED2010,1265760000,37,Temple Grandin,1267001040,"Livestock handling designer, autism activist",https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds,4375111
623,xeFl0RE31x0,How brains learn to see,68,"Pawan Sinha details his groundbreaking research into how the brain's visual system develops. Sinha and his team provide free vision-restoring treatment to children born blind, and then study how their brains learn to interpret visual data. The work offers insights into neuroscience, engineering and even autism.",1103,TEDIndia 2009,1257379200,30,Pawan Sinha,1267087200,Visual neuroscientist,https://www.ted.com/talks/pawan_sinha_on_how_brains_learn_to_see,840223
624,I_4IK8CiLg8,My 5 lives as an artist,189,"With endearing honesty and vulnerability, Raghava KK tells the colorful tale of how art has taken his life to new places, and how life experiences in turn have driven his multiple reincarnations as an artist -- from cartoonist to painter, media darling to social outcast, and son to father.",1075,TED2010,1265932800,25,Raghava KK,1267175460,Artist,https://www.ted.com/talks/raghava_kk_five_lives_of_an_artist,674090
626,XgRlrBl-7Yg,The riddle of experience vs. memory,425,"Using examples from vacations to colonoscopies, Nobel laureate and founder of behavioral economics Daniel Kahneman reveals how our \"experiencing selves\" and our \"remembering selves\" perceive happiness differently. This new insight has profound implications for economics, public policy -- and our own self-awareness.",1206,TED2010,1265760000,38,Daniel Kahneman,1267434300,Behavioral economics founder,https://www.ted.com/talks/daniel_kahneman_the_riddle_of_experience_vs_memory,3841631
627,LbIXYEW9CSQ,"The rise of cricket, the rise of India",90,The tale of a major global cultural phenomenon: Cricket commentator Harsha Bhogle describes the spectacular arrival of fast-paced 20-20 cricket as it parallels the rise of modern India.  He traces the game from its sleepy English roots to the current world of celebrity owners and million-dollar player contracts.,1019,TEDIndia 2009,1257897600,20,Harsha Bhogle,1267491600,Cricket commentator,https://www.ted.com/talks/harsha_bhogle_the_rise_of_cricket_the_rise_of_india,567000
628,LT_x9s67yWA,Is Pivot a turning point for web exploration?,112,"Gary Flake demos Pivot, a new way to browse and arrange massive amounts of images and data online. Built on breakthrough Seadragon technology, it enables spectacular zooms in and out of web databases, and  the discovery of patterns and links invisible in standard web browsing.",385,TED2010,1265068800,24,Gary Flake,1267578000,Technologist,https://www.ted.com/talks/gary_flake_is_pivot_a_turning_point_for_web_exploration,654080
630,PVfd6fg7QsM,Before Avatar ... a curious boy,197,"James Cameron's big-budget (and even bigger-grossing) films create unreal worlds all their own. In this personal talk, he reveals his childhood fascination with the fantastic -- from reading science fiction to deep-sea diving -- and how it ultimately drove the success of his blockbuster hits \"Aliens,\" \"The Terminator,\" \"Titanic\" and \"Avatar.\"",1028,TED2010,1265932800,36,James Cameron,1267693800,Director,https://www.ted.com/talks/james_cameron_before_avatar_a_curious_boy,1890066
631,LIckScLypGA,"In the Internet age, dance evolves ...",216,"The LXD (the Legion of Extraordinary Dancers) electrify the TED2010 stage with an emerging global street-dance culture, revved up by the Internet.  In a preview of Jon Chu's upcoming Web series, this astonishing troupe show off their superpowers.",1008,TED2010,1265068800,26,The LXD,1267750800,Dance adventurers,https://www.ted.com/talks/the_lxd_in_the_internet_age_dance_evolves,2797058
633,3YcZ3Zqk0a8,The year open data went worldwide,90,"At TED2009, Tim Berners-Lee called for \"raw data now\" -- for governments, scientists and institutions to make their data openly available on the web. At TED University in 2010, he shows a few of the interesting results when the data gets linked up.",333,TED2010,1265760000,33,Tim Berners-Lee,1268040420,Inventor,https://www.ted.com/talks/tim_berners_lee_the_year_open_data_went_worldwide,680486
634,qlty0OPcU6k,Take Turns,210,"Fifty percent of traffic accidents happen at intersections. Gary Lauder shares a brilliant and cheap idea for helping drivers move along smoothly: a new traffic sign that combines the properties of \"Stop\" and \"Yield.\"",266,TED2010,1265068800,31,Gary Lauder's new traffic sign,1268123940,Venture capitalist,https://www.ted.com/talks/gary_lauder_s_new_traffic_sign_take_turns,575346
635,4EUAMe2ixCI,How I fell in love with a fish,317,"Chef Dan Barber squares off with a dilemma facing many chefs today: how to keep fish on the menu. With impeccable research and deadpan humor, he chronicles his pursuit of a sustainable fish he could love, and the foodie's honeymoon he's enjoyed since discovering an outrageously delicious fish raised using a revolutionary farming method in Spain.",1142,TED2010,1265760000,31,Dan Barber,1268211600,Chef,https://www.ted.com/talks/dan_barber_how_i_fell_in_love_with_a_fish,1974007
636,Cb_6PPBJJB8,The magic of the placebo,164,"Sugar pills, injections of nothing -- studies show that, more often than you'd expect, placebos really work. At TEDMED, magician Eric Mead does a trick to prove that, even when you know something's not real, you can still react as powerfully as if it is. (Warning: This talk is not suitable for viewers who are disturbed by needles or blood.)",545,TEDMED 2009,1255132800,33,Eric Mead,1268384460,Magician,https://www.ted.com/talks/eric_mead_the_magic_of_the_placebo,1022426
638,uVAaZVz9pDs,Suspended animation is within our grasp,101,"Mark Roth studies suspended animation: the art of shutting down life processes and then starting them up again. It's wild stuff, but it's not science fiction. Induced by careful use of an otherwise toxic gas, suspended animation can potentially help trauma and heart attack victims survive long enough to be treated.",1093,TED2010,1265068800,20,Mark Roth,1268614800,"Biochemist, cell biologist",https://www.ted.com/talks/mark_roth_suspended_animation,708408
639,F3OhcpK-UBc,Take health care off the mainframe,82,"At TEDMED, Eric Dishman makes a bold argument: The US health care system is like computing circa 1959, tethered to big, unwieldy central systems: hospitals, doctors, nursing homes. As our aging population booms, it's imperative, he says, to create personal, networked, home-based health care for all.",1001,TEDMED 2009,1257897600,19,Eric Dishman,1268730240,Social scientist,https://www.ted.com/talks/eric_dishman_take_health_care_off_the_mainframe,384626
641,dE1DuBesGYM,Gaming can make a better world,1309,"Games like World of Warcraft give players the means to save worlds, and incentive to learn the habits of heroes. What if we could harness this gamer power to solve real-world problems? Jane McGonigal says we can, and explains how.",1203,TED2010,1265932800,34,Jane McGonigal,1268816460,Game Designer,https://www.ted.com/talks/jane_mcgonigal_gaming_can_make_a_better_world,4573252
642,bSidnKdH5_4,Medical miracle on Everest,104,"The second deadliest day in the history of Mount Everest climbs happened in 1996 -- and Ken Kamler was the only doctor on the mountain that day. He shares the incredible story of the climbers' battle to save lives in extreme conditions, and uses brain imaging technology to map the medical miracle of one man who survived roughly 36 hours buried in the snow.",1249,TEDMED 2009,1255132800,24,Ken Kamler,1268894820,Adventure physician,https://www.ted.com/talks/ken_kamler_medical_miracle_on_everest,719238
643,jZxLsDkvkVQ,We are the stories we tell ourselves,73,"Where does creative inspiration spring from? At TEDIndia, Hollywood/Bollywood director Shekhar Kapur (\"Elizabeth,\" \"Mr. India\") pinpoints his source of creativity: sheer, utter panic. He shares a powerful way to unleash your inner storyteller.",1274,TEDIndia 2009,1257897600,26,Shekhar Kapur,1268987580,Director and writer,https://www.ted.com/talks/shekhar_kapur_we_are_the_stories_we_tell_ourselves,733293
644,Hj9oB4zpHww,Science can answer moral questions,3356,"Questions of good and evil, right and wrong are commonly thought unanswerable by science. But Sam Harris argues that science can -- and should -- be an authority on moral issues, shaping human values and setting out what constitutes a good life.",1386,TED2010,1265846400,39,Sam Harris,1269249180,"Neuroscientist, philosopher",https://www.ted.com/talks/sam_harris_science_can_show_what_s_right,3433437
645,zDcaoTVy4fA,The fight to end rare-animal trafficking in Brazil,76,"Biologist Juliana Machado Ferreira, a TED Senior Fellow, talks about her work helping to save birds and other animals stolen from the wild in Brazil. Once these animals are seized from smugglers, she asks, then what?",334,TED2010,1265068800,31,Juliana Machado Ferreira,1269342060,Biologist,https://www.ted.com/talks/juliana_machado_ferreira,320717
646,yyemG7V5ynQ,Let's simplify legal jargon!,146,"Tax forms, credit agreements, healthcare legislation: They're crammed with gobbledygook, says Alan Siegel, and incomprehensibly long. He calls for a simple, sensible redesign -- and plain English -- to make legal paperwork intelligible to the rest of us.",266,TED2010,1265846400,37,Alan Siegel,1269421740,"Executive, simplicity guru",https://www.ted.com/talks/alan_siegel_let_s_simplify_legal_jargon,876649
647,MLU7qcMYKO8,Why we need to go back to Mars,180,"Planetary scientist Joel Levine shows some intriguing -- and puzzling -- new discoveries about Mars: craters full of ice, traces of ancient oceans, and compelling hints at the presence, sometime in the past, of life. He makes the case for going back to Mars to find out more.",974,TEDxNASA,1258675200,25,Joel Levine,1269507540,Planetary and atmospheric scientist,https://www.ted.com/talks/joel_levine,622046
648,C_SBGTJgBGo,"Music is medicine, music is sanity",180,"Robert Gupta, violinist with the LA Philharmonic, talks about a violin lesson he once gave to a brilliant, schizophrenic musician -- and what he learned. Called back onstage later, Gupta plays his own transcription of the prelude from Bach's Cello Suite No. 1.",566,TED2010,1265760000,34,Robert Gupta,1269593640,Violinist,https://www.ted.com/talks/robert_gupta,1163387
650,HUM2rCIUdeI,How to combat modern slavery,270,"In this moving yet pragmatic talk, Kevin Bales explains the business of modern slavery, a multibillion-dollar economy that underpins some of the worst industries on earth. He shares stats and personal stories from his on-the-ground research -- and names the price of freeing every slave on earth right now.",1081,TED2010,1265932800,26,Kevin Bales,1269853800,Anti-slavery activist,https://www.ted.com/talks/kevin_bales_how_to_combat_modern_slavery,857400
651,n8eyF4UWG38,Teaching one child at a time,152,"Educating the poor is more than just a numbers game, says Shukla Bose. She tells the story of her groundbreaking Parikrma Humanity Foundation, which brings hope to India's slums by looking past the daunting statistics and focusing on treating each child as an individual.",983,TEDIndia 2009,1257465600,32,Shukla Bose,1269941100,Education activist,https://www.ted.com/talks/shukla_bose_teaching_one_child_at_a_time,940686
652,B0cphH1jkQI,"And now, the real news",137,"How many of today's headlines will matter in 100 years? 1000? Kirk Citron's \"Long News\" project collects stories that not only matter today, but will resonate for decades -- even centuries -- to come. At TED2010, he highlights recent headlines with the potential to shape our future.",201,TED2010,1265846400,41,Kirk Citron,1270087200,Media expert,https://www.ted.com/talks/kirk_citron_and_now_the_real_news,684929
653,V74AxCqOTvg,How to start a movement,422,"With help from some surprising footage, Derek Sivers explains how movements really get started. (Hint: it takes two.)",189,TED2010,1265846400,65,Derek Sivers,1270104840,Entrepreneur,https://www.ted.com/talks/derek_sivers_how_to_start_a_movement,6475731
654,V-bjOJzB7LY,What adults can learn from kids,795,"Child prodigy Adora Svitak says the world needs \"childish\" thinking: bold ideas, wild creativity and especially optimism. Kids' big dreams deserve high expectations, she says, starting with grownups' willingness to learn from children as much as to teach.",492,TED2010,1266019200,58,Adora Svitak,1270142220,Child prodigy,https://www.ted.com/talks/adora_svitak,4782854
656,LoXAAEy6YQU,"Sex, drugs and HIV -- let's get rational",266,"Armed with bracing logic, wit and her \"public-health nerd\" glasses, Elizabeth Pisani reveals the myriad of inconsistencies in today's political systems that prevent our dollars from effectively fighting the spread of HIV. Her research with at-risk populations -- from junkies in prison to sex workers on the street in Cambodia -- demonstrates the sometimes counter-intuitive measures that could stall the spread of this devastating disease.",1154,TED2010,1265932800,32,Elizabeth Pisani,1270458960,Author,https://www.ted.com/talks/elizabeth_pisani_sex_drugs_and_hiv_let_s_get_rational_1,1222800
657,rNgqQNovWTc,The emotion behind invention,140,"Soldiers who've lost limbs in service face a daily struggle unimaginable to most of us. At TEDMED, Dean Kamen talks about the profound people and stories that motivated his work to give parts of their lives back with his design for a remarkable prosthetic arm.",1172,TEDMED 2009,1256515200,21,Dean Kamen,1270543260,Inventor,https://www.ted.com/talks/dean_kamen_the_emotion_behind_invention,523422
659,vXDJ-nAykKE,Every pollen grain has a story,59,"Pollen goes unnoticed by most of us, except when hay fever strikes. But microscopes reveal it comes in stunning colors and shapes -- and travels remarkably well. Jonathan Drori gives an up-close glimpse of these fascinating flecks of plant courtship.",432,TED2010,1265846400,28,Jonathan Drori,1270717020,Educator,https://www.ted.com/talks/jonathan_drori_every_pollen_grain_has_a_story,403708
660,vXVCf5VTHrw,Singing old poems to life,192,"Natalie Merchant sings from her new album, \"Leave Your Sleep.\" Lyrics from near-forgotten 19th-century poetry pair with her unmistakable voice for a performance that brought the TED audience to its feet.",1758,TED2010,1265932800,22,Natalie Merchant,1270806720,Singer/songwriter,https://www.ted.com/talks/natalie_merchant_sings_old_poems_to_life,860139
661,7OMLSs8t1ng,The danger of science denial,2272,"Vaccine-autism claims, \"Frankenfood\" bans, the herbal cure craze: All point to the public's growing fear (and, often, outright denial) of science and reason, says Michael Specter. He warns the trend spells disaster for human progress.",1141,TED2010,1265846400,31,Michael Specter,1271065080,Writer,https://www.ted.com/talks/michael_specter_the_danger_of_science_denial,1838628
662,y6MC4iXhT6I,Photos that changed the world,117,"Photographs do more than document history -- they make it. At TED University, Jonathan Klein of Getty Images shows some of the most iconic, and talks about what happens when a generation sees an image so powerful it can't look away -- or back.",362,TED2010,1265846400,36,Jonathan Klein,1271151120,Executive,https://www.ted.com/talks/jonathan_klein_photos_that_changed_the_world,1209663
664,EGjxI_5MPUY,How art gives shape to cultural change,65,"Thelma Golden, curator at the Studio Museum in Harlem, talks through three recent shows that explore how art examines and redefines culture. The \"post-black\" artists she works with are using their art to provoke a new dialogue about race and culture -- and about the meaning of art itself.",748,TED2009,1234224000,24,Thelma Golden,1271407020,Curator,https://www.ted.com/talks/thelma_golden_how_art_gives_shape_to_cultural_change,524790
666,IThAD5yKrgE,Glowing life in an underwater world,77,"Some 80 to 90 percent of undersea creatures make light -- and we know very little about how or why. Bioluminescence expert Edith Widder explores this glowing, sparkling, luminous world, sharing glorious images and insight into the unseen depths (and brights) of the ocean.",1039,Mission Blue Voyage,1270771200,22,Edith Widder,1271665800,Marine biologist,https://www.ted.com/talks/edith_widder_glowing_life_in_an_underwater_world,579754
667,c0Z7KeNCi7g,"Homeopathy, quackery and fraud",1545,"Legendary skeptic James Randi takes a fatal dose of homeopathic sleeping pills onstage, kicking off a searing 18-minute indictment of irrational beliefs. He throws out a challenge to the world's psychics: Prove what you do is real, and I'll give you a million dollars. (No takers yet.)",1039,TED2007,1170374400,36,James Randi,1271690880,Skeptic and conjuror,https://www.ted.com/talks/james_randi,2611707
668,EHNP7KqLrW4,Bio-lab on a microchip,38,"Drugs alone can't stop disease in sub-Saharan Africa: We need diagnostic tools to match. TED Senior Fellow Frederick Balagadde shows how we can multiply the power and availability of an unwieldy, expensive diagnostic lab -- by miniaturizing it to the size of a chip.",371,TED2010,1265846400,28,Frederick Balagadde,1271840700,Inventor,https://www.ted.com/talks/frederick_balagadde_bio_lab_on_a_microchip,295059
669,H0_yKBitO8M,"Build a tower, build a team",181,"Tom Wujec presents some surprisingly deep research into the \"marshmallow problem\" -- a simple team-building exercise that involves dry spaghetti, one yard of tape and a marshmallow. Who can build the tallest tower with these ingredients? And why does a surprising group always beat the average?",411,TED2010,1266105600,34,Tom Wujec,1271926380,Designer,https://www.ted.com/talks/tom_wujec_build_a_tower,3917039
670,rWhLSORCwW0,Political change with pen and paper,89,"Want your local politician to pay attention to an issue you care about? Send a monthly handwritten letter, says former mayor Omar Ahmad -- it's more effective than email, phone, or even writing a check. He shares four steps to writing a letter that works.",367,TED2010,1265760000,33,Omar Ahmad,1272011040,"Technologist, city councilman",https://www.ted.com/talks/omar_ahmad_political_change_with_pen_and_paper,538014
671,n9Z_pccScW0,"Radical women, embracing tradition",150,Investing in women can unlock infinite potential around the globe. But how can women walk the line between Western-style empowerment and traditional culture? Kavita Ramdas of the Global Fund for Women talks about three encounters with powerful women who fight to make the world better -- while preserving the traditions that sustain them.,1418,TEDIndia 2009,1257379200,23,Kavita Ramdas,1272272700,Philanthropist,https://www.ted.com/talks/kavita_ramdas_radical_women_embracing_tradition,473956
672,60P7717-XOQ,Computing a theory of all knowledge,278,"Stephen Wolfram, creator of Mathematica, talks about his quest to make all knowledge computational -- able to be searched, processed and manipulated. His new search engine, Wolfram Alpha, has no lesser goal than to model and explain the physics underlying the universe.",1198,TED2010,1265932800,24,Stephen Wolfram,1272357000,"Scientist, inventor",https://www.ted.com/talks/stephen_wolfram_computing_a_theory_of_everything,1542898
673,dXqPaHQp4Xw,Why I'm rowing across the Pacific,84,"Five years ago, Roz Savage quit her high-powered London job to become an ocean rower. She's crossed the Atlantic solo, and just started the third leg of a Pacific solo row, the first for a woman. Why does she do it? Hear her reasons, both deeply personal and urgently activist.",1115,Mission Blue Voyage,1270684800,26,Roz Savage,1272442140,Ocean rower,https://www.ted.com/talks/roz_savage_why_i_m_rowing_across_the_pacific,642744
674,whjLZogf9e0,Toward a science of simplicity,79,"Simplicity: We know it when we see it -- but what is it, exactly? In this funny, philosophical talk, George Whitesides chisels out an answer.",1115,TED2010,1266019200,22,George Whitesides,1272472440,Chemist,https://www.ted.com/talks/george_whitesides_toward_a_science_of_simplicity,619489
676,0zvrGiPkVcs,Social experiments to fight poverty,206,"Alleviating poverty is more guesswork than science, and lack of data on aid's impact raises questions about how to provide it. But Clark Medal-winner Esther Duflo says it's possible to know which development efforts help and which hurt -- by testing solutions with randomized trials.",1007,TED2010,1265932800,28,Esther Duflo,1272878340,Development economist,https://www.ted.com/talks/esther_duflo_social_experiments_to_fight_poverty,876307
677,qp0HIF3SfI4,How great leaders inspire action,1930,"Simon Sinek has a simple but powerful model for inspirational leadership -- starting with a golden circle and the question \"Why?\"  His examples include Apple, Martin Luther King, and the Wright brothers ...",1084,TEDxPuget Sound,1253145600,45,Simon Sinek,1272965460,Leadership expert,https://www.ted.com/talks/simon_sinek_how_great_leaders_inspire_action,34309432
678,u0VHC1-DO_8,How we wrecked the ocean,292,"In this bracing talk, coral reef ecologist Jeremy Jackson lays out the shocking state of the ocean today: overfished, overheated, polluted, with indicators that things will get much worse. Astonishing photos and stats make the case.",1099,Mission Blue Voyage,1270771200,24,Jeremy Jackson,1273048080,Marine ecologist,https://www.ted.com/talks/jeremy_jackson,612260
679,JHk9YVjhk7c,India's hidden hotbeds of invention,120,"Anil Gupta is on the hunt for the developing world's unsung inventors -- indigenous entrepreneurs whose ingenuity, hidden by poverty, could change many people's lives. He shows how the Honey Bee Network helps them build the connections they need -- and gain the recognition they deserve.",1375,TEDIndia 2009,1257503160,26,Anil Gupta,1273137600,Innovation advocate,https://www.ted.com/talks/anil_gupta_india_s_hidden_hotbeds_of_invention,649531
680,FWltKRx06i0,"\"Love Is a Loaded Pistol\"",64,"To write his first studio album in decades, \"A Map of the Floating City,\" Thomas Dolby has been working in the inspirational setting of a restored lifeboat. At TED2010 he premieres a gorgeous, evocative song from that album -- about one night with a legend. He's backed by members of the modern string quartet Ethel.",297,TED2010,1265760000,26,Thomas Dolby,1273216740,Electronic music pioneer,https://www.ted.com/talks/pistol,577356
681,2U-tOghblfE,The hidden influence of social networks,314,"We're all embedded in vast social networks of friends, family, co-workers and more. Nicholas Christakis tracks how a wide variety of traits -- from happiness to obesity -- can spread from person to person, showing how your location in the network might impact your life in ways you don't even know.",1259,TED2010,1265932800,31,Nicholas Christakis,1273483440,"Physician, social scientist",https://www.ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks,1324929
682,kcwBH_Uevxo,Could this laser zap malaria?,304,"Nathan Myhrvold and team's latest inventions -- as brilliant as they are bold -- remind us that the world needs wild creativity to tackle big problems like malaria. And just as that idea sinks in, he rolls out a live demo of a new, mosquito-zapping gizmo you have to see to believe.",1018,TED2010,1265932800,24,Nathan Myhrvold,1273568940,Polymath,https://www.ted.com/talks/nathan_myhrvold_could_this_laser_zap_malaria,851719
683,6ul2TSvUDog,Glimpses of a pristine ocean,98,"Enric Sala shares glorious images -- and surprising insights and data -- from some of the most pristine areas of the ocean. He shows how we can restore more of our oceans to this healthy, balanced state, and the powerful ecological and economic benefits of doing so.",1195,Mission Blue Voyage,1270857600,20,Enric Sala,1273654320,Marine ecologist,https://www.ted.com/talks/enric_sala,316507
684,NWUFjb8w9Ps,Math class needs a makeover,454,"Today's math curriculum is teaching students to expect -- and excel at -- paint-by-numbers classwork, robbing kids of a skill more important than solving problems: formulating them. Dan Meyer shows classroom-tested math exercises that prompt students to stop and think.",699,TEDxNYED,1267833600,32,Dan Meyer,1273738980,Educator,https://www.ted.com/talks/dan_meyer_math_curriculum_makeover,2465179
687,B9bDZ5-zPtY,Can we eat to starve cancer?,585,"William Li presents a new way to think about treating cancer and other diseases: anti-angiogenesis, preventing the growth of blood vessels that feed a tumor. The crucial first (and best) step: Eating cancer-fighting foods that cut off the supply lines and beat cancer at its own game. NOTE: This talk was given in 2010, and this field of science has developed quickly since then. Enjoy it as a piece of science history but not as the last word on this topic. Read \"Criticisms & updates\" below for more details.",1202,TED2010,1265760000,38,William Li,1274084940,Cancer researcher,https://www.ted.com/talks/william_li,4149065
688,k7sKMj85hDw,Why I'm a weekday vegetarian,650,"We all know the arguments that being vegetarian is better for the environment and for the animals -- but in a carnivorous culture, it can be hard to make the change. Graham Hill has a powerful, pragmatic suggestion: Be a weekday veg.",345,TED2010,1265760000,49,Graham Hill,1274168700,Journalist,https://www.ted.com/talks/graham_hill_weekday_vegetarian,2108816
